Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Founded,Industry,Sector,Revenue,min_salary,max_salary,avg_salary,company_names,job_state,python,excel
Data Scientist,$90K-$146K (Glassdoor est.),"Zynga is a leading developer of the world’s most popular social games that are played by people around the world every single day. To-date, more than 1 billion people have played our games across Web and mobile, including Words With Friends, FarmVille, Zynga Poker, Merge Dragons, Empires & Puzzles, Hit it Rich! Slots and CSR.

Zynga’s Marketing Data Science and Analytics team uses our outstanding and expansive data to deliver fundamental insights on who our audience is, how they engage with our games, and what are the best ways to acquire them. We strive for a better understanding of our players which translates into challenges and features that delight them.

Here’s where you would come in: identify and formalize problems related to campaign optimization. Design and develop systems and services to optimize campaigns at scale. Be innovative, be creative, use every bit of that key commodity – data. Millions of people play Zynga games every day, so our data is tremendously rich, and we have a lot of it!

We will rely on you to communicate your findings to your peers – both technical and non-technical. Your solutions to difficult problems will need to be demonstrably impactful, visual and maintainable. You will collaborate with engineering teams to build proof-of-concept and MVPs of campaign bidders and optimizers. You will collaborate with User Acquisition Managers, Product Managers, and Engineers to deliver business impact.

Responsibilities:
Design and implement scalable systems and models to experiment with campaigns and creatives across channels and acquire users at scale
Work with large amounts of data to find and realize opportunities to acquire and re-target users profitably delivering unambiguous business metric impact
Craft effective campaign strategies to acquire users across a multitude of user acquisition channels
Drive and empower user acquisition team to make quantitatively informed, evidence based decisions - through custom visualizations, and ETLs to augment user data
Design, test, verify and implement machine learning models with Zynga’s games that impact millions of users. Models may include but not limited to LTV modelling, campaign bid recommendations, budget allocation, clustering/segmentation, forecasting, fraud detection, and / or reinforcement learning
Build prototypes and MVPs of services and applications that improve effectiveness of campaigns, creatives, ad networks and/or user segments.
Required Skills and Experience:
B.S. or B.A. in Math, Statistics, Comp Sci, Engineering, or other quantitative field required; Masters, MBA or PhD preferred
5+ years of relevant work experience in data science or analytics role in a Marketing Analytics or a User Acquisition Analytics Team
Familiar with mobile performance marketing and/or user acquisition landscape
Strong experience in SQL;
Proficient in Python; Proven fundamental programming skills (algorithms, data structures, OOP, OS, Networking, AWS Cloud); Ability to design distributed systems
Ability to build and maintain software services and systems at scale; experience in deploying services in at least one cloud provider (AWS, Google Cloud or Azure)
Proven experience with some of the following: machine learning, predictive modeling, deep learning
Experience in analyzing large datasets, preferably in a Hadoop or Spark environment, and deploying production ready systems at scale
Strong written and oral communication skills
Strong passion for gaming and performance marketing!
Zynga is an equal opportunity employer. We are proud of our broad community; we do not discriminate on the basis of race, sex, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, medical condition, disability, or any other class or characteristic protected by applicable law. We welcome job-seekers, players, employees, and partners from all backgrounds. Join us!

We will consider all qualified job-seekers with criminal histories in a manner consistent with applicable law.

Zynga is committed to providing reasonable accommodation to applicants with disabilities. If you need an accommodation during the interview process, please let us know.",4.1,"Zynga
4.1","Austin, TX",2007,Video Games,Media,$500 million to $1 billion (USD),90,146,118.0,"Zynga
", TX,1,0
Data Scientist,$90K-$146K (Glassdoor est.),"Apply

Description

**SECURITY CLEARANCE: TS/SCI w/ POLYGRAPH REQUIRED BEFORE CONSIDERATION.**

Description:

Develop and train machine learning systems based on statistical analysis of data characteristics to support mission automation. Guide and contribute to the execution of a Data Science methodology according to the requirements of each project. This includes: goal definition, data pre-processing, statistical modeling, evaluation, results communication, and deployment.

Required: experience with Splunk Analytics, background in machine learning and statistical analysis; experience with building, tuning, and testing predictive models; experience developing evaluating and maturing both supervised and unsupervised algorithms; experience creating analytic charts and dashboards

Desired: ElasticSearch, RegEx, Natural Language Processing, experience with regression and predictive analysis, Python, Matlab or R, SQL or Mongo, Metric Database experience (Grafana, Graphite, InfluxDB)

COMSO, Inc. is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or protected Veteran status.",4.1,"COMSO
4.1","Linthicum Heights, MD",1988,IT Services,Information Technology,$10 to $25 million (USD),90,146,118.0,"COMSO
", MD,1,0
Senior Data Scientist,$90K-$146K (Glassdoor est.),"The ultimate source for official answers about a business online should be the business itself. However, when consumers ask questions on company websites, too often they are left in the dark with wrong answers. Yext (NYSE: YEXT), the Search Experience Cloud, solves this problem by organizing a business's facts so it can provide official answers to consumer questions — wherever people search. Starting with the company website, then extending across search engines and voice assistants, businesses around the world, like Taco Bell, Marriott, and Jaguar Land Rover—as well as organizations like the U.S. State Department—trust Yext to radically improve the search experience on their websites and across the entire search ecosystem.

As a Senior Data Scientist you will shape how data is collected, transformed, and leveraged to develop essential new capabilities and features for Yext's products. We manage large amounts of structured master data on behalf of some of the world's largest companies and collect transactional data through end-user-facing applications we host directly for these clients. Our mission revolves around deeply understanding user intent so we can deliver relevant and accurate answers to questions, everywhere people search.

Yext clients cover a tremendous breadth of industries. We are seeking data scientists excited to discover opportunities in data across a wide variety of business domains. You will work collaboratively with cross-team partners in software engineering, product management, and strategy. This approach will allow you to participate fully in the product development lifecycle and make pragmatic decisions about the design, training, and deployment of machine learning models driving key product features.

What You'll Do
Partner with product management and engineering teams throughout the product development lifecycle
Solve ""full stack"" Data Science problems – Implement solutions to a data science problem in a production environment, coping with all the challenges (such as data cleanliness, performance, unexpected feedback loops, and concept drift) that arise
Articulate Data Science and machine learning concepts to a variety of audiences (product managers, software engineers, executives, sales partners)
Mentor junior team members, provide technical leadership and execution guidance
Dive deep into the details when called for while demonstrating good judgement about when to simplify and prioritize
What You Have
Advanced degree in a quantitative discipline, e.g., computer science, mathematics, business analytics, statistics, applied mathematics, economics, or operations research, or similar college level education
5+ years of work experience working in a technical role
Autodidactic, Self directed – You are able to dive into a new unfamiliar problem domain and start learning about it – You are comfortable with uncertainty and project evolution
Effective communicator, a good writer, and know effective means of visually displaying quantitative information
Experience leading cross-functional agile work streams and scaling data-driven initiatives
Fluency with data analysis software and tools such as Python and SQL
Exceptional multi-tasking, project management, and leadership skills
Bonus Points
Experience with JVM languages (Java, Scala) a plus. GoLang or C++ also great!
Experience with AWS, Linux and Mac environments
Excellent ability to cope with ""glue"" problems - shell scripting, debugging python environment problems, fixing broken packages
Knowledge of Python or R, and the machine learning, data processing and visualization packages (e.g. Pandas, Numpy, scikit-learn, Matplotlib)
Knowledge of SQL and databases like MySQL, Postgres, Presto and Hive.
Knowledge of neural network packages (TensorFlow, PyTorch) and state-of-the-art transformer/NLP models and techniques (e.g. FastText, BERT, et al.)
Knowledge of statistics and good experimental practices (e.g. how to run a powerful A/B test and test for significance)
Knowledge of techniques in unsupervised machine learning and information retrieval and mining (e.g. DBSCAN, k-Means, indexes)
Yext is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ethnicity, religion, creed, national origin, ancestry, genetics, sex, pregnancy or childbirth, sexual orientation, gender (including gender identity or nonbinary or nonconformity and/or status as a trans individual), age, physical or mental disability, citizenship, marital, parental and/or familial status, past, current or prospective service in the uniformed services, or any characteristic protected under applicable law. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a disability or special need that requires accommodation, please let us know.

#LI-JP1",4.2,"Yext
4.2","New York, NY",2006,Internet,Information Technology,$100 to $500 million (USD),90,146,118.0,"Yext
", NY,1,1
Data Scientist/Machine Learning,$90K-$146K (Glassdoor est.),"Data Scientist/Machine Learning

Mist, a Juniper Company, is the first vendor to bring enterprise-grade Wi-Fi, BLE and IoT together through a highly scalable cloud architecture. At Mist, we built the first AI-empowered platform to provide an unprecedented visibility into the user experience. Mist is the new global standard for many fortune 500 companies.

The mission of the Data Science team at Mist is to leverage state-of-art ML and AI technologies to build the next-generation self-driving network solution, which can take actions on behalf of or together with human experts to automatically monitor, detect and remediate common network issues. The team includes a group of experienced and talented data scientists and data science engineers, and builds the end-to-end data analytics infrastructure and ML models of the product.

Now we are looking for a Senior Data Scientist to help define and expand this mission. As a data scientist, you will collaborate with product managers and domain experts to identify use-impacting real customer problems, use your deep DS/ML knowledge to develop data-driven solution with terabytes data, and work closely with data engineers to implement and scale the models in production.

Qualifications/Requirements:
• MS or PhD in Computer Science, Electrical Engineering, Statistics, Applied Math or equivalent fields with strong mathematical background
• Excellent understanding of machine learning techniques and algorithms, including clustering, anomaly detection, optimization, neural network etc
• 3+ years experiences building data science-driven solutions including data collection, feature selection, model training, post-deployment validation
• Strong hands-on coding skills (preferably in Python) processing large-scale data set and developing machine learning models
• Familiar with one or more machine learning or statistical modeling tools such as Numpy, ScikitLearn, MLlib, Tensorflow
• Good team worker with excellent communication skills written, verbal and presentation

Desired Experience:
• Experience with AWS, S3, Flink, Spark, Kafka, ElasticSearch
• Knowledge and experience with NLP technology
• Previous work in a start-up environment

Juniper Networks is enrolled in E-Verify® and will be participating in E-Verify in addition to our Form I-9 process. www.dhs.gov/E-Verify
Juniper Networks is an Equal Opportunity/Affirmative Action Employer.",3.8,"Juniper Networks
3.8","Cupertino, CA",1996,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),90,146,118.0,"Juniper Networks
", CA,1,1
Data Analyst - Logistics,$90K-$146K (Glassdoor est.),"You will like working for us as we have amazing people and a highly collaborative culture. Global success hasn’t changed our tight-knit feel – we’ve simply grown into a larger, more diverse family. We have thousands of jobs around the globe and encourage all of our associates to chase their dreams without having to find them in another company – it truly is a special place.

Under the direction of Director, North America Logistics, this position is responsible for managing and creating spend analysis, operations reports, and compliance tracking for assigned Logistics Strategic and Tactical metrics globally. This position is responsible for spend for all assigned plants and transportation suppliers. Responsible for creating and monitoring daily, weekly, monthly, and summary data and reporting output , management reports, and recommendations in regards to those reports. This position ensures the accuracy, distribution, and integrity of the data using a diverse set of business intelligence tools.

Key Responsibilities:
Design and run reports for improved spend visibility, compliance and identification of productivity opportunities Distribute reports to senior leaders, division general managers, Supply Management and others as needed
Evaluate, implement and deploy new tools to assist in data analytics, market research and other aspects of data analysis
Proactively identify and lead process improvements to data analysis and reporting processes across area of responsibility
Lead data mining required for accurate spend reporting.
Coordinate data maintenance required for Oracle Freight Transportation Intelligence.
Perform routine spend analysis in support of Supply Management / Logistics sourcing events.
Provide summary and detail trend analysis of spend globally.
Develop and provide reporting for both internal and end customers.
Develop and conduct routine data audits to verify data accuracy. Identify and address root causes of problems with data integrity.
Ensure linkage of tools with effective Supply Management and Logistics practices.
Actively participate in training for Oracle OTM / FTI.
Train user in freight transportation intelligence.
Actively participates and engage with business units.
This position is in a perfect location at our corporate headquarters in Hartsville, SC and close to exciting destinations (Myrtle Beach, SC; Charleston, SC; Columbia, SC and Charlotte, NC).

Required Experience/Education:
Bachelor's degree preferred
2+ years of Data Analysis experience and aptitude
Preferred Experience/Education:
Knowledge of Oracle transportation management or similar TMS.
Prior experience on logistics.
Experience using business intelligence tools.
This is a progression experience and level will be based on candidate experience and business needs.

We care about the health and wellness of you and your family. That’s why we offer a comprehensive benefits package that makes it easier to manage your health and provide financial security for you and your family. In addition, we offer competitive wages and retirement plans.

Apply today and help us grow stronger.

For more information, visit www.sonoco.com/careers

#LI-JF1

#GDSponsored

We are an equal opportunity employer, and we strictly prohibit and do not tolerate discrimination against employees, applicants or any other covered persons because of race, color, religion, national origin or ancestry, sex, pregnancy, sexual orientation, marital status, gender identity or expression, age, disability, genetic information, veteran status, or any legally protected characteristic.",4.0,"Sonoco Products
4.0","Hartsville, SC",1899,Industrial Manufacturing,Manufacturing,$5 to $10 billion (USD),90,146,118.0,"Sonoco Products
", SC,0,0
Data Scientist,$90K-$146K (Glassdoor est.),"Join our team dedicated to developing and executing innovative solutions in support of customer mission success.

Job Description:

As a Data Scientist you'll use your skills model and analyze a variety of data in support of analytical questions. Successful candidates in this role will be able to use theirs statistical and mathematical backgrounds to solve complex problems for not only analytical questions but also problems of large scale data. With huge volumes of data at your disposal, you'll be asked to find the most important items in a sea of information. A strong candidate is someone with a desire for continual learning and strong problem-solving, analytic and interpersonal skills who communicate and collaborate effectively.

Basic Qualifications:
Data Normalization
Data Visualization
Statistical Analysis
Graph Theory
Bachelor's degree required
Desired Skills:
Experience with writing, compiling, and debugging a variety of programming languages
Containerization
Jupyter
Spark
Cloud Analytics
Special consideration given for the following skills:
Machine Learning
High Powered Computing
Any of a number of active Cyber Certifications including but not limited to: GPEN, GXPN, GCFE, GCFA, and OSCP.
C++
Experience with intelligence analysis skills (e.g., traffic analysis) mixed with detailed knowledge of network architectures, protocols, and communications.
SIGINT experience
Security Clearance Requirements:
Active TS/SCI with favorable polygraph
Level 1:

Minimum one years' experience or a Bachelor's Degree or participating in a program that will lead to a Bachelor's Degree in an appropriate Computer Science or related field.

Level 2:

Minimum five years' experience with in-depth demonstrated experience in Computer Science or related field.

Level 3:

Minimum 10 years' experience with in-depth demonstrated experience in Computer Science or related field.


Novetta, from complexity to clarity.

Novetta delivers highly scalable advanced analytics and secure technology solutions to address challenges of national and global significance. Focused on mission success, Novetta pioneers disruptive technologies in machine learning, data analytics, full-spectrum cyber, cloud engineering, open source analytics, and multi-INT fusion for Defense, Intelligence Community, and Federal Law Enforcement customers. Novetta is headquartered in McLean, VA with over 1,000 employees across the U.S.


Our culture is shaped by a commitment to our core values:

Integrity • We hold ourselves accountable to the highest standards of integrity and ethics.

Customer Success • We strive daily to exceed expectations and achieve customer mission success.

Employee Focus • We invest in our employees' professional development and training, respecting individuality and fostering a culture of diversity and inclusion.

Innovation • We know that discovering new and innovative ways to solve problems is critical to our success and makes us a great company.

Excellence in Execution • We take pride in flawless execution as we build a company that is best in class.


Earn a REFERRAL BONUS for the qualified people you know.
For more details or to submit a referral, visit bit.ly/NovettaReferrals.

Novetta is an equal opportunity/affirmative action employer.
All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",4.5,"Novetta
4.5","Annapolis Junction, MD",2012,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),90,146,118.0,"Novetta
", MD,0,1
Junior Data Scientist,$90K-$146K (Glassdoor est.),"What Great Looks Like In This Role

Our ideal teammate is someone who is a continuous learner who can adapt and thrive in complex, uncertain and changing situations. Someone who enjoys tackling complex tasks in a collaborative environment is well-suited to a position on our team. Self-motivated individuals comfortable working in a challenging, fast paced, technical environment are highly encouraged to apply!

You Are Able To Demonstrate This Through

A track record of thinking outside the box, taking initiative, and promoting innovation and change-making Ownership, commitment and follow-through in achieving results in school or work projects
Managing priorities effectively and adapting quickly to achieve goals
Pursuing opportunities for continuous learning to develop new skills and perspectives

About the Data Science Development Program

The Data Science Development Program (DSDP) trains junior team members to become well-rounded data scientists within three years. The development program includes high impact project work, mentorship from senior data scientists, in-house training and workshops, and sponsorship for graduate level coursework at the University of Massachusetts Amherst.

Data Science Development Program Highlights:
High-impact project work: Junior data scientists work together with MassMutuals data scientists to solve challenging problems in finance,

operations, marketing, digital initiatives, security, and product development.

Interdisciplinary learning: In the DSDP, junior data scientists are exposed to multiple fields within and adjacent to data science such as data visualization, software engineering, and enterprise architecture.

Mentorship: Peer mentors and senior mentors across data science domains are paired with each member of the DSDP
Training & Development: In-house workshops, tech-talks, seminars, and team-wide learning challenges such as our annual Month of Code

are available to all development program members.

Academic coursework: Members of the DSDP engage in graduate-level courses at the University of Massachusetts Amherst in computer science and statistics according to an individually tailored development plan.

Volunteer & Community Opportunities: Team members have many opportunities to volunteer throughout the year. Junior data scientists volunteer at hackathons throughout the state, attend community data events, speak at external talks, and participate in community data for good efforts annually..

About Us

The MassMutual Data Labs in downtown Amherst consists of a dynamic team that is actively engaged in dozens of high-impact projects across the enterprise, frequently working remotely with teams based in Springfield, MA, New York, and Boston. Our environment and workspace reflects our dedication to innovation and learning, and has a collaborative, start-up vibe. We hold weekly training meetings to present technical ideas, new models, or interesting code libraries.

Junior Data Scientist Duties Include
Statistical analysis
Programming in R and Python
Data ingestion and data cleaning
Model building, testing, deployment, and maintenance Building visualizations
Presenting and explaining output
Executive presentations and discussions
Adherence to internal standards in data science Collaboration across functions and business units

Application Instructions
To finalize your application for consideration, all applicants must submit a portfolio. For instructions, visit https://datascience.massmutual.com/dsdp/apply

We accept applications from early career professionals and graduating students from undergraduate and graduate programs.

Minimum qualifications

Bachelors degree

Academic study or independent training in computational, quantitative, or technical fields, such as computer science, math, physics, or statistics

Working knowledge of Python, R, and SQL
Quantitative and technical skills in math and computer science Community engagement, involvement, and volunteerism Demonstrated leadership and change-making
Strong communication skills

Preferred qualifications

Enthusiastic about pursuing an interdisciplinary career in data science, analytics, and technology Research and/or practical experience in related fields
Demonstrated work experience through part time employment, internships, or professional endeavors

Committed to Diversity and Inclusion

Our employees are the embodiment of the idea that we all are stronger and better through our support for one another. By valuing people for who they are, how they think, and what they bring to the table, weve become a stronger, more innovative company. We continue to receive external recognition for our policies and programs that seek to create a diverse and inclusive environment.

Americas Best Employer for Diversity Forbes (2019)
Score of 100 on the Human Rights Campaign Corporate Equality Index (2019)
National Association for Female Executives Top Company for Executive Women (2018) Disability Equality Index (DEI) Best Place to Work for Disability Inclusion (2019) Diversity Best Practices Inclusion Index Company (2018)",3.7,"MassMutual
3.7","Amherst, MA",1851,Insurance Carriers,Insurance,$10+ billion (USD),90,146,118.0,"MassMutual
", MA,1,0
Data Scientist,$90K-$146K (Glassdoor est.),"Learn and work on meaningful initiatives with some of the best and brightest in the market research industry. The NPD Group provides the world’s most successful brands with leading market research, combining consumer and retail point-of-sale data with analytic solutions to interpret today’s market trends while anticipating tomorrow’s. In addition, we offer a career filled with innovation and growth to the forward-thinking problem solvers who join our team. Position Overview NPD group is looking for a data scientist with significant statistical modeling and programming experience. This position exists within the Methodology team, a core function in Research Science that is responsible for building models and code that help achieve quality outcomes. Sampling of issues we might tackle: Differential non response Selection bias Differential use of scales Differential recruitment Data imputation Ecological inference Quantifying uncertainty Choosing between alternate methodologies Identifying spurious drivers / sources of bias Sampling of techniques we might use: Multilevel regression and post stratification (MRP) Multilevel modeling / hierarchical modeling Propensity-adjustments Matching Raking Post-stratification Causal modeling Generative models Optimization Artificial intelligence Although modeling expertise is central to this role, candidates will also benefit from experience modifying model-based approaches to be used at production scale. Also helpful is experience triangulating estimates from disparate data sources with different sample frames, levels of measurement, and frequency of collection. The ideal candidate will be an experienced statistical programmer using R who also has experience working with survey and sales data, refining and developing methodological improvements, and familiarity with or willingness to learn Agile or Lean approaches to developing new product improvements. Responsibilities: Use various modeling approaches to design enhancements to NPD methodologies Quantify improvements to data due to modeling Carry out tests of alternative implementations of these enhancements Making sure code to implement models on an ongoing basis is robust by creating unit tests Investigating unexpected results and brainstorming alternative methodological solutions. Provide peer mentoring of other team members via code reviews, pair programming, unit test/acceptance test reviews, and brainstorming sessions. Adopt and continue to improve usage of development practices and patterns, such as test-driven development, version control, and use of agile management tools. Conduct original research-on-research (e.g., through simulations and/or evaluations of historical data) to improve methodologies, processes, and data integrity for both survey and scanner (point-of-sale) data. Promote consistency in implementation of designed enhancements across different businesses Maintain relationships with Research Science client teams to understand what is working well with NPD methodology and what could be improved Listen to internal customers and build an understanding of their needs before building solutions Communicate results and procedures in a concise and polished manner to diverse internal stakeholders Back up assertions with facts, and design experiments to quantify or reduce uncertainty when dealing with the unknown Qualifications: Degree in statistics, quantitative social science, computer science, mathematics, or related fields is required. Graduate-level experience preferred. 6+ years of work experience, with solid breadth and depth of knowledge of statistical and analytic techniques. Excellent time management and creative problem solving skills. Experience with data analysis in R is required. Experience with additional languages and/or more extensive proficiency in R preferred. Excellent written and oral communication skills, with the ability to communicate effectively to both technical and non-technical audiences. Experience with one or more development methodologies (Agile, Lean, Scrum) is preferred. Experience with tools for managing software development is preferred (tools such as JIRA, Confluence, Github/Gitlab issue tracker, Trello, Team Foundation Server/DevOps Server, etc). Location: We would prefer to find a candidate who can work from either our corporate headquarters in Port Washington, NY, or one of our other largest offices, in Rosemont, IL. However, we are committed to finding the right candidate across all US locations. We have offices in many US cities, including: Chicago, IL; New York, NY; Los Angeles, CA; San Diego, CA; Cincinnati, OH; Boulder, CO; Bentonville, AR; Greensboro, NC; Houston, TX. The NPD Group, Inc. is an Affirmative Action/Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status or any other characteristic protected by law.",3.8,"NPD
3.8","Port Washington, NY",1966,Research & Development,Business Services,$100 to $500 million (USD),90,146,118.0,"NPD
", NY,0,1
Data Scientist - Telecommute,$90K-$146K (Glassdoor est.),"Optum Payment Integrity Analytics is looking to expand and is seeking a Data Scientist to join our team and help us reach our goals of accurate and effortless payments of claims through advanced analytics and machine learning. You should be an exceptional disciplined and self-motivated Data Scientist with predictive modeling and advanced analytics experience and a passion for working with healthcare data, experience using various computational approaches, and a portfolio of projects you can show and talk about.

Youll enjoy the flexibility to telecommute* from anywhere within the U.S. as you take on some tough challenges.

Primary Responsibilities:
Deliver value to our UHC partners through analytics
Work alongside other data scientists, engineers, and project managers to design and implement models and experiments from end to end, including data ingestion and preparation, feature engineering, analysis and modeling, model deployment, performance tracking and documentation
Conduct hands-on data analysis and predictive analytics on large datasets
Effectively communicate complex technical results to business partners
Youll be rewarded and recognized for your performance in an environment that will challenge you and give you clear direction on what it takes to succeed in your role as well as provide development for other roles you may be interested in.

Required Qualifications:
Bachelors degree or higher in Applied Mathematics, Physics, Computer Science, Statistics or related technical field
2+ years of hands-on experience in in developing analytics with machine learning, deep learning, NLP, and/or other related modeling techniques (this experience can be academic based)
Proficiency in advanced data science tools such as R, Python, SQL, Spark and H2O
Experience applying computational algorithms and statistical methods to complex datasets
Experience combining analytic methods with advanced data visualizations using, for example, Tableau, Shiny or D3
Strong ability to breakdown and clearly define problems
Strong ability to communicate highly technical results to a diverse audience
Careers with Optum. Here's the idea. We built an entire organization around one giant objective; make the health system work better for everyone. So when it comes to how we use the world's large accumulation of health-related information, or guide health and lifestyle choices or manage pharmacy benefits for millions, our first goal is to leap beyond the status quo and uncover new ways to serve. Optum, part of the UnitedHealth Group family of businesses, brings together some of the greatest minds and most advanced ideas on where health care has to go in order to reach its fullest potential. For you, that means working on high performance teams against sophisticated challenges that matter. Optum, incredible ideas in one incredible company and a singular opportunity to do your life's best work.SM

*All Telecommuters will be required to adhere to UnitedHealth Groups Telecommuter Policy.

Diversity creates a healthier atmosphere: UnitedHealth Group is an Equal Employment Opportunity/Affirmative Action employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin, protected veteran status, disability status, sexual orientation, gender identity or expression, marital status, genetic information, or any other characteristic protected by law.

UnitedHealth Group is a drug-free workplace. Candidates are required to pass a drug test before beginning employment.

Job Keywords: Data Scientist, Telecommuter, Telecommute, Remote",3.4,"Unitedhealth Group
3.4","San Diego, CA",1977,Health Care Services & Hospitals,Health Care,$10+ billion (USD),90,146,118.0,"Unitedhealth Group
", CA,1,0
Data Analyst,$90K-$146K (Glassdoor est.),"Onsite work only - Franklin, Tennessee

Are you looking for a career with a purpose? Do you want the opportunity to be part of a company that’s changing millions of lives for the better? Well, you’ve come to the right place. Ramsey Solutions exists to provide biblically based, commonsense education and empowerment that give HOPE to everyone in every walk of life. Our mission to change the world isn’t easy. We face resistance every day because what we believe is absolutely countercultural. We’re weird. We hate debt. And we actually cut up our credit cards . . . like, for real. We don’t use them in our entire business. Bottom line: We don’t use debt—period. Some of us are still fighting our way out of it, but we aren’t going back in.

Our Analytics and Insights Team has been one of the fastest-growing technology teams at Ramsey Solutions—they’re rocking it! They partner with our 15 digital product areas to help create data-driven solutions for our business problems so we can keep doing work that matters to change more lives. Performing mathematical analysis and using technology to put it into action, this team helps all of us at Ramsey perform at our highest level.

This is where you come in. We need your help to generate data-driven solutions to our business problems. We need a hardcore math nerd—someone who understands mathematical analysis and knows how to use technology to implement it. You’re someone who’s always itching to solve the problem, complete the puzzle, and answer the question. You’re never satisfied with a fluffy answer. You want the facts. You always back up your position with data.

Our data tells a story, and we need you to help us read it. You’ll help us pull back the curtain, notice trends, and apply data to drive change in our business models so we can help more people. If that sounds exciting to you, keep reading.

Skills Needed to Win:
3+ years of experience driving analytics initiatives to impact a business
Solid mathematical or statistics background
Experience with SQL (you’ll use it every day to get the data you need)
Experience with scripting languages like Python and R
Experience building and maintaining dashboards and reporting systems
Ability to translate data into actionable insights
Supporting business decisions through ad hoc analysis
Extraordinary passion to solve problems (you’re not satisfied until it’s solved and backed by data)
Nice-to-Haves:
Experience with data visualization tools like Tableau
Experience utilizing web analytics and Google Analytics tool set
Experience with optimization testing
About Ramsey Solutions:
We’re a debt-free company that was founded in 1992 by Dave Ramsey.
We have over 900 team members who are 100% dedicated to our mission.
We believe collaboration, innovation and a shared sense of mission come from being present with each other. That’s why all of our team members work together under one roof at our headquarters in Franklin, Tennessee.
Ramsey Solutions was recognized by Inc. Magazine as a Best Workplace in the nation for 2020.
And by the way, we're not stuffy or corporate around here. Here are some of the perks and benefits at Ramsey Solutions:
A 401(k) match of 4% after one year as a team member (you can still contribute in the first year)
Health insurance on day one with a $500 HSA match every year
One fully paid workweek of ministry time after one year to volunteer for your favorite charity or nonprofit
Generous PTO and paid sick time off
We prioritize work-life balance and rarely exceed a 40-hour work week
Weekly devotionals with world-renowned speakers, pastors and authors
$300/year to put toward achieving your fitness goals
Casual dress and work environment
It’s a calling, and we’re on a mission to change lives. Join the crusade! Apply now.

EEO/M/F/Veteran/Disabled",3.8,"Ramsey Solutions
3.8","Franklin, TN",1991,Publishing,Media,$100 to $500 million (USD),90,146,118.0,"Ramsey Solutions
", TN,1,0
